team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Pistons,103,0.4111,0.2973,0.4865,13,37,21,13,1,19,2018-11-07
Magic,96,0.4598,0.3333,0.2593,6,34,28,10,8,20,2018-11-07
Pistons,106,0.4835,0.303,0.2424,7,32,24,8,5,17,2018-11-14
Raptors,104,0.4891,0.2,0.5,12,37,23,9,3,20,2018-11-14
Pistons,124,0.4706,0.4706,0.8235,15,22,20,8,1,16,2018-11-21
Rockets,126,0.5556,0.3939,1.0,5,31,18,8,7,15,2018-11-21
Rockets,111,0.4184,0.2778,0.5278,17,27,22,6,7,14,2018-11-23
Pistons,116,0.4545,0.2593,1.0741,14,35,18,11,5,13,2018-11-23
Suns,107,0.5122,0.32,0.6,10,32,22,6,6,17,2018-11-25
Pistons,118,0.4624,0.3902,0.3902,13,28,30,9,0,12,2018-11-25
Knicks,108,0.3956,0.3333,1.0,13,37,16,5,5,13,2018-11-27
Pistons,115,0.475,0.2917,1.3333,7,41,20,5,7,13,2018-11-27
Warriors,102,0.4588,0.2308,0.6923,8,36,23,6,5,14,2018-12-01
Pistons,111,0.4388,0.3429,0.3714,14,33,22,8,2,11,2018-12-01
Thunder,110,0.5059,0.28,0.68,6,46,23,10,8,17,2018-12-03
Pistons,83,0.3298,0.1875,0.4688,9,32,16,10,3,15,2018-12-03
Pistons,92,0.3684,0.2368,0.3421,12,39,19,6,1,20,2018-12-05
Bucks,115,0.4634,0.3415,0.6098,4,42,25,13,4,15,2018-12-05
76ers,117,0.4889,0.2812,0.625,12,28,26,11,12,16,2018-12-07
Pistons,111,0.4157,0.25,1.0714,17,32,22,10,3,16,2018-12-07
Pelicans,116,0.5316,0.4,0.6667,8,39,27,5,8,18,2018-12-09
Pistons,108,0.4388,0.3103,0.4483,17,30,28,8,5,10,2018-12-09
Pistons,102,0.4881,0.4286,0.5238,10,36,23,5,5,15,2018-12-10
76ers,116,0.4432,0.4054,0.6216,16,32,27,9,5,13,2018-12-10
Bucks,107,0.5,0.36,0.4,5,32,33,8,10,10,2018-12-17
Pistons,104,0.4432,0.4,0.3429,10,35,25,3,2,16,2018-12-17
Pistons,129,0.4894,0.4167,0.3542,8,36,26,3,2,13,2018-12-19
Timberwolves,123,0.4369,0.2727,0.7273,11,38,22,8,4,7,2018-12-19
Wizards,95,0.4578,0.2727,0.303,6,25,17,14,4,16,2018-12-26
Pistons,106,0.4625,0.3784,0.4865,11,35,25,8,4,23,2018-12-26
Pistons,88,0.3736,0.25,0.3056,16,28,25,7,6,22,2018-12-28
Pacers,125,0.6092,0.2632,0.7368,7,36,33,11,5,13,2018-12-28
Pistons,107,0.4239,0.2581,0.6774,17,34,21,6,2,11,2018-12-30
Magic,109,0.4706,0.2917,0.9167,9,36,21,7,4,13,2018-12-30
Pistons,98,0.3804,0.3636,0.4848,14,29,23,7,2,14,2019-01-01
Bucks,121,0.5949,0.3704,0.6296,5,38,28,7,6,13,2019-01-01
Pistons,101,0.4337,0.4,0.325,7,35,23,7,3,7,2019-01-02
Grizzlies,94,0.4615,0.2222,1.0,8,36,21,2,5,11,2019-01-02
Jazz,110,0.4756,0.3333,1.1905,7,35,24,12,6,12,2019-01-05
Pistons,105,0.4756,0.44,0.64,5,39,18,7,2,18,2019-01-05
Spurs,119,0.5443,0.35,1.3,9,29,24,5,5,9,2019-01-07
Pistons,107,0.4941,0.2812,0.4375,9,28,22,5,2,10,2019-01-07
Pistons,100,0.4535,0.3182,0.1818,7,26,23,8,2,9,2019-01-09
Lakers,113,0.561,0.3478,0.5652,9,38,30,5,6,14,2019-01-09
Pistons,102,0.4268,0.2895,0.5526,9,28,22,13,3,19,2019-01-10
Kings,112,0.5116,0.4091,0.6818,11,36,29,7,8,19,2019-01-10
Pistons,109,0.4353,0.4324,0.5135,14,34,20,12,5,16,2019-01-12
Clippers,104,0.4865,0.5,1.2778,6,32,25,7,5,17,2019-01-12
Pistons,94,0.3889,0.3056,0.3611,5,33,16,13,4,9,2019-01-14
Jazz,100,0.3875,0.3243,0.7027,11,44,20,5,3,17,2019-01-14
Magic,115,0.5,0.359,0.1795,8,29,29,6,3,11,2019-01-16
Pistons,120,0.4783,0.4,0.6667,14,33,26,4,4,10,2019-01-16
Heat,93,0.5065,0.3448,0.1724,7,38,25,3,6,19,2019-01-18
Pistons,98,0.4268,0.3939,0.4545,8,34,23,7,2,11,2019-01-18
Kings,103,0.4494,0.4,0.52,11,28,30,5,5,11,2019-01-19
Pistons,101,0.439,0.3448,0.6552,13,33,21,6,2,14,2019-01-19
Pistons,87,0.4026,0.3235,0.4118,2,38,22,5,3,17,2019-01-21
Wizards,101,0.4557,0.3478,0.913,5,40,24,7,6,13,2019-01-21
Pistons,98,0.4045,0.3333,0.3333,9,40,24,5,3,9,2019-01-23
Pelicans,94,0.4615,0.2727,0.1818,8,41,20,3,9,12,2019-01-23
Bucks,115,0.5402,0.4062,0.25,6,33,32,9,6,10,2019-01-29
Pistons,105,0.4719,0.3243,0.2432,10,29,29,8,3,11,2019-01-29
Clippers,111,0.4878,0.5,1.05,11,36,22,5,4,12,2019-02-02
Pistons,101,0.4217,0.4048,0.3333,7,31,21,6,4,14,2019-02-02
Pistons,105,0.4684,0.3529,0.5588,6,35,22,4,7,9,2019-02-05
Knicks,92,0.4,0.2727,0.3333,13,31,17,5,4,11,2019-02-05
Knicks,103,0.4487,0.3182,1.1818,10,29,22,6,5,13,2019-02-08
Pistons,120,0.4884,0.4333,0.7667,11,35,24,3,6,12,2019-02-08
Wizards,112,0.5,0.359,0.359,7,30,31,7,5,14,2019-02-11
Pistons,121,0.5176,0.4167,0.5,10,38,25,6,2,16,2019-02-11
Pistons,119,0.525,0.4242,0.6364,7,34,21,6,5,14,2019-02-23
Heat,96,0.4268,0.25,0.6786,9,24,18,6,6,13,2019-02-23
Pacers,109,0.4598,0.3846,0.7308,12,30,23,8,8,11,2019-02-25
Pistons,113,0.4432,0.439,0.4146,15,32,28,8,4,12,2019-02-25
Pistons,93,0.36,0.3947,0.1579,8,33,19,6,3,5,2019-02-27
Spurs,105,0.5185,0.5294,0.7059,7,48,24,3,7,10,2019-02-27
Raptors,107,0.3854,0.359,0.4872,18,32,22,8,3,15,2019-03-03
Pistons,112,0.4651,0.3636,0.6061,8,38,25,10,3,15,2019-03-03
Timberwolves,114,0.4881,0.4444,0.7407,6,31,25,3,5,13,2019-03-06
Pistons,131,0.5376,0.4242,0.5152,11,31,29,5,3,5,2019-03-06
Pistons,74,0.3506,0.2162,0.3243,10,27,20,7,7,17,2019-03-13
Heat,108,0.4643,0.3929,0.6786,13,38,22,10,5,11,2019-03-13
Lakers,97,0.4186,0.24,0.76,11,36,24,9,4,14,2019-03-15
Pistons,111,0.4302,0.4359,0.5128,16,34,26,5,4,14,2019-03-15
Raptors,107,0.4756,0.5,0.3056,7,31,25,2,2,12,2019-03-17
Pistons,110,0.4699,0.2963,0.8889,11,33,23,8,3,10,2019-03-17
Pistons,118,0.4222,0.4048,0.5952,19,27,23,11,6,13,2019-03-21
Suns,98,0.4795,0.2692,0.8077,7,28,22,6,4,19,2019-03-21
Pistons,112,0.5,0.4118,0.4118,6,23,24,9,3,7,2019-03-23
Trail Blazers,117,0.5443,0.4231,0.7692,11,31,22,4,4,12,2019-03-23
Pistons,114,0.4643,0.3871,0.7742,10,19,25,6,0,6,2019-03-24
Warriors,121,0.6216,0.52,0.64,7,30,31,3,5,13,2019-03-24
Thunder,100,0.3626,0.2703,0.6486,16,29,21,12,6,14,2018-10-16
Warriors,108,0.4421,0.2692,0.6538,17,41,28,7,7,21,2018-10-16
Warriors,124,0.5632,0.5263,0.8421,8,35,27,10,6,16,2018-10-19
Jazz,123,0.4494,0.413,0.5217,10,28,24,11,4,16,2018-10-19
Suns,103,0.4535,0.2647,0.4706,12,33,24,8,1,21,2018-10-22
Warriors,123,0.5114,0.3784,0.5135,7,33,35,12,4,14,2018-10-22
Wizards,122,0.4516,0.2857,0.619,7,27,22,7,1,12,2018-10-24
Warriors,144,0.5761,0.4545,0.697,10,38,37,6,5,15,2018-10-24
Warriors,128,0.5862,0.4848,0.303,6,33,26,10,6,14,2018-10-26
Knicks,100,0.4333,0.3333,0.2308,11,29,17,6,1,19,2018-10-26
Pelicans,121,0.4783,0.3429,0.6,12,30,24,8,2,15,2018-10-31
Warriors,131,0.5281,0.5,0.6562,12,34,39,10,4,17,2018-10-31
Timberwolves,99,0.3762,0.2889,0.2222,8,31,25,8,4,5,2018-11-02
Warriors,116,0.4886,0.3824,0.5,12,49,31,3,9,16,2018-11-02
Grizzlies,101,0.4578,0.3333,0.5926,4,26,31,8,8,10,2018-11-05
Warriors,117,0.5062,0.5417,0.9167,8,38,29,4,4,13,2018-11-05
Bucks,134,0.5149,0.2571,0.6,13,33,33,11,7,12,2018-11-08
Warriors,111,0.4828,0.3571,0.6071,8,30,31,5,6,18,2018-11-08
Warriors,116,0.4681,0.3871,0.5161,11,35,27,7,8,17,2018-11-12
Clippers,121,0.4725,0.25,1.5,6,43,23,11,5,15,2018-11-12
Warriors,86,0.4211,0.2222,1.0,12,32,18,2,5,16,2018-11-15
Rockets,107,0.4023,0.3404,0.4468,14,27,20,8,4,5,2018-11-15
Warriors,92,0.407,0.1923,0.6538,10,36,20,6,4,11,2018-11-18
Spurs,104,0.4457,0.4167,0.5,11,37,24,3,5,10,2018-11-18
Thunder,123,0.4811,0.3714,0.2286,18,43,29,10,5,10,2018-11-21
Warriors,95,0.4337,0.2414,0.5517,7,35,24,7,10,17,2018-11-21
Trail Blazers,97,0.4086,0.375,0.5,12,27,22,9,2,13,2018-11-23
Warriors,125,0.5647,0.5312,0.375,6,37,29,11,10,15,2018-11-23
Kings,116,0.433,0.3929,0.75,13,34,28,6,4,8,2018-11-24
Warriors,117,0.4659,0.2941,0.7353,12,42,28,5,6,14,2018-11-24
Magic,110,0.4444,0.4667,0.5333,6,28,28,11,2,11,2018-11-26
Warriors,116,0.4881,0.3714,0.6,10,36,21,8,7,14,2018-11-26
Warriors,128,0.4854,0.3667,0.5667,17,29,27,6,5,14,2018-11-29
Raptors,131,0.5222,0.3947,0.5789,7,30,25,5,6,14,2018-11-29
Warriors,105,0.4494,0.413,0.1304,6,37,32,7,6,17,2018-12-07
Bucks,95,0.3913,0.1795,0.4103,15,39,18,10,3,18,2018-12-07
Timberwolves,108,0.4578,0.28,1.0,9,33,28,5,6,16,2018-12-10
Warriors,116,0.4194,0.4419,0.4419,14,35,25,6,5,16,2018-12-10
Raptors,113,0.4835,0.3214,0.5714,10,38,27,12,3,11,2018-12-12
Warriors,93,0.4756,0.2308,0.3462,5,35,28,5,11,19,2018-12-12
Warriors,130,0.4583,0.375,0.675,15,45,32,5,0,18,2018-12-14
Kings,125,0.4688,0.3409,0.4545,7,35,33,6,3,13,2018-12-14
Grizzlies,93,0.4557,0.28,0.56,2,39,24,6,4,16,2018-12-17
Warriors,110,0.4353,0.3871,0.7742,6,36,23,10,5,10,2018-12-17
Warriors,103,0.4,0.3226,0.5484,10,38,18,10,9,12,2018-12-19
Jazz,108,0.3978,0.381,0.4286,10,42,30,7,6,16,2018-12-19
Clippers,127,0.5375,0.7826,1.0,5,37,23,1,1,15,2018-12-23
Warriors,129,0.4516,0.35,0.775,15,31,22,9,7,7,2018-12-23
Lakers,127,0.5529,0.3939,0.6061,6,43,27,5,3,12,2018-12-25
Warriors,101,0.4086,0.25,0.4444,7,30,28,5,1,13,2018-12-25
Trail Blazers,110,0.3619,0.325,0.525,11,43,20,7,4,14,2018-12-27
Warriors,109,0.4245,0.2955,0.1364,14,45,36,10,9,15,2018-12-27
Warriors,115,0.5,0.48,0.92,5,37,27,9,4,12,2018-12-29
Trail Blazers,105,0.4286,0.2903,0.5806,11,35,18,6,4,13,2018-12-29
Warriors,132,0.5476,0.5,0.9286,7,37,31,7,8,15,2018-12-31
Suns,109,0.4353,0.3462,1.0,7,31,20,7,3,13,2018-12-31
Rockets,135,0.4545,0.3889,0.4444,13,35,30,8,5,10,2019-01-03
Warriors,134,0.5196,0.3784,0.3784,9,38,33,8,6,14,2019-01-03
Warriors,127,0.5054,0.4468,0.2553,12,35,29,5,8,13,2019-01-05
Kings,123,0.4742,0.5556,0.3056,14,29,34,12,0,8,2019-01-05
Knicks,95,0.3977,0.25,0.7917,9,30,13,11,1,16,2019-01-08
Warriors,122,0.5104,0.3111,0.2222,15,34,36,9,10,15,2019-01-08
Pelicans,140,0.4796,0.5135,0.7297,7,42,36,6,5,10,2019-01-16
Warriors,147,0.4804,0.4898,0.5102,10,47,33,8,5,10,2019-01-16
Warriors,112,0.4884,0.2432,0.5135,3,40,31,11,8,10,2019-01-18
Clippers,94,0.3647,0.16,1.12,12,40,11,6,4,18,2019-01-18
Warriors,130,0.5102,0.4324,0.3784,13,37,41,8,6,10,2019-01-21
Lakers,111,0.5,0.25,1.1,7,35,20,1,4,14,2019-01-21
Warriors,126,0.5682,0.35,0.95,8,42,34,5,6,15,2019-01-24
Wizards,118,0.4632,0.3571,0.3571,9,27,29,7,2,10,2019-01-24
Warriors,132,0.5408,0.4194,0.4194,13,35,39,9,7,12,2019-01-28
Pacers,100,0.4255,0.4,0.2667,10,28,29,4,5,15,2019-01-28
76ers,113,0.4659,0.3243,0.5135,16,33,30,11,5,19,2019-01-31
Warriors,104,0.4659,0.2895,0.2895,9,28,30,13,7,15,2019-01-31
Lakers,101,0.4375,0.2593,0.3704,13,36,23,5,4,15,2019-02-02
Warriors,115,0.4725,0.3235,0.5294,7,37,31,4,9,10,2019-02-02
Spurs,102,0.4321,0.375,0.625,4,26,24,6,5,18,2019-02-06
Warriors,141,0.5789,0.4706,0.4412,14,38,42,14,5,11,2019-02-06
Warriors,117,0.5062,0.3448,0.8621,9,40,30,5,9,18,2019-02-08
Suns,107,0.3861,0.1935,0.7419,19,29,23,12,1,11,2019-02-08
Heat,118,0.4571,0.4186,0.093,21,31,32,6,4,16,2019-02-10
Warriors,120,0.5366,0.3611,0.5278,7,29,28,8,5,12,2019-02-10
Jazz,108,0.4713,0.3846,0.6154,7,42,23,3,4,16,2019-02-12
Warriors,115,0.4944,0.3171,0.3415,5,35,29,12,7,6,2019-02-12
Warriors,107,0.4021,0.3421,0.4211,18,31,26,1,9,8,2019-02-13
Trail Blazers,129,0.4624,0.4324,0.7297,14,34,24,3,4,4,2019-02-13
Kings,123,0.4343,0.303,0.8182,14,38,23,10,3,13,2019-02-21
Warriors,125,0.4574,0.413,0.4348,8,41,32,5,11,15,2019-02-21
Rockets,118,0.4348,0.3721,0.5116,12,37,26,13,7,14,2019-02-23
Warriors,112,0.4667,0.3889,0.3889,9,36,26,9,10,17,2019-02-23
Warriors,125,0.4944,0.3542,0.4167,8,29,21,7,3,8,2019-02-27
Heat,126,0.506,0.439,0.5854,12,36,20,4,6,13,2019-02-27
Warriors,96,0.4021,0.225,0.225,9,38,16,5,3,12,2019-02-28
Magic,103,0.4494,0.3548,0.3871,9,44,24,2,9,15,2019-02-28
Warriors,120,0.5062,0.4242,0.7273,4,35,23,14,7,13,2019-03-02
76ers,117,0.4483,0.4516,0.8065,11,35,26,6,3,21,2019-03-02
Suns,115,0.4884,0.4,0.84,9,39,26,10,4,14,2019-03-10
Warriors,111,0.4421,0.2326,0.3953,15,34,34,10,6,17,2019-03-10
Warriors,106,0.4941,0.375,0.3125,12,32,28,7,2,14,2019-03-13
Rockets,104,0.4744,0.2683,0.4634,5,26,18,7,3,10,2019-03-13
Warriors,110,0.4699,0.4286,0.4857,8,45,25,10,6,16,2019-03-16
Thunder,88,0.3229,0.3171,0.3171,17,35,18,4,5,16,2019-03-16
Warriors,105,0.4659,0.3333,0.2564,7,36,27,7,6,13,2019-03-18
Spurs,111,0.4659,0.3846,0.7308,10,36,20,7,5,10,2019-03-18
Warriors,117,0.4835,0.4524,0.2381,8,38,39,6,7,13,2019-03-19
Timberwolves,107,0.4045,0.25,0.7222,13,39,25,7,0,13,2019-03-19
Pacers,89,0.3846,0.2609,0.5652,12,35,17,7,3,15,2019-03-21
Warriors,112,0.4944,0.3611,0.3056,10,40,32,6,8,15,2019-03-21
Pelicans,131,0.5306,0.4,0.68,14,40,36,8,3,12,2018-10-17
Rockets,112,0.4239,0.3333,0.375,8,29,21,8,7,11,2018-10-17
Rockets,124,0.4583,0.381,0.4762,13,41,22,7,4,16,2018-10-20
Lakers,115,0.48,0.25,0.3438,9,35,28,8,10,10,2018-10-20
Rockets,112,0.4831,0.4286,0.3143,6,29,28,6,6,12,2018-10-21
Clippers,115,0.4719,0.2,1.04,12,37,22,8,7,13,2018-10-21
Jazz,100,0.4359,0.3448,0.7586,9,38,21,7,5,18,2018-10-24
Rockets,89,0.4023,0.275,0.2,10,25,16,12,5,15,2018-10-24
Clippers,133,0.5443,0.5217,1.5217,5,39,17,8,4,15,2018-10-26
Rockets,113,0.3878,0.3659,0.5366,16,26,21,11,7,13,2018-10-26
Trail Blazers,104,0.475,0.4,1.0,7,44,17,4,4,17,2018-10-30
Rockets,85,0.3229,0.2326,0.3023,20,29,18,7,9,11,2018-10-30
Rockets,98,0.4474,0.3191,0.3191,5,34,23,9,6,16,2018-11-05
Pacers,94,0.44,0.2857,0.7143,7,32,17,8,3,15,2018-11-05
Rockets,80,0.378,0.2619,0.1667,12,27,16,9,3,16,2018-11-08
Thunder,98,0.4444,0.2432,0.4595,13,39,18,10,4,14,2018-11-08
Rockets,89,0.3333,0.2195,0.4878,15,34,11,10,5,8,2018-11-10
Spurs,96,0.4459,0.5,1.0,8,38,17,3,5,15,2018-11-10
Pacers,103,0.4615,0.3793,0.6897,5,30,24,10,6,13,2018-11-11
Rockets,115,0.4865,0.4255,0.4894,8,30,18,6,5,15,2018-11-11
Kings,112,0.451,0.3143,0.2571,13,26,23,10,3,14,2018-11-17
Rockets,132,0.5679,0.4255,0.4255,6,35,27,9,10,22,2018-11-17
Rockets,131,0.4742,0.375,0.4375,18,30,22,8,5,19,2018-11-26
Wizards,135,0.5618,0.3793,0.8276,9,29,29,7,7,13,2018-11-26
Rockets,136,0.5,0.4074,0.2963,13,36,32,9,6,5,2018-11-30
Spurs,105,0.4535,0.3571,0.6071,9,32,24,4,4,13,2018-11-30
Rockets,91,0.4324,0.2821,0.4103,7,27,24,9,6,20,2018-12-03
Timberwolves,103,0.439,0.5,0.9091,13,29,22,11,7,14,2018-12-03
Rockets,91,0.3864,0.2222,0.4167,14,29,13,5,5,23,2018-12-06
Jazz,118,0.5056,0.25,0.625,12,35,26,16,4,12,2018-12-06
Trail Blazers,104,0.4368,0.4,0.72,13,31,20,1,4,14,2018-12-11
Rockets,111,0.4941,0.3103,0.6207,12,30,22,9,5,7,2018-12-11
Lakers,111,0.5375,0.3125,0.4688,7,24,23,9,5,12,2018-12-13
Rockets,126,0.4941,0.4412,0.7941,15,28,24,8,2,13,2018-12-13
Rockets,105,0.4795,0.3514,0.5946,6,30,23,5,2,12,2018-12-15
Grizzlies,97,0.5333,0.2174,0.5217,6,29,20,8,6,14,2018-12-15
Jazz,97,0.3902,0.2857,0.6571,11,41,23,9,4,23,2018-12-17
Rockets,102,0.3721,0.3243,0.7027,9,30,16,13,7,17,2018-12-17
Wizards,118,0.5357,0.3333,0.6,4,27,28,8,2,11,2018-12-19
Rockets,136,0.5529,0.4727,0.2909,8,33,30,8,2,15,2018-12-19
Rockets,99,0.3537,0.3333,0.4259,8,33,20,6,3,8,2018-12-20
Heat,101,0.3871,0.2308,0.5128,20,41,22,6,4,9,2018-12-20
Spurs,101,0.4773,0.4167,0.2917,5,38,24,3,9,9,2018-12-22
Rockets,108,0.3895,0.3519,0.2778,19,39,22,4,3,9,2018-12-22
Thunder,109,0.4388,0.3,0.4667,18,34,23,12,11,15,2018-12-25
Rockets,113,0.4536,0.3182,0.25,17,37,18,9,4,19,2018-12-25
Rockets,108,0.4321,0.3478,0.4783,8,31,21,9,7,12,2018-12-29
Pelicans,104,0.4457,0.3214,0.4643,8,37,25,7,5,14,2018-12-29
Grizzlies,101,0.4634,0.24,0.76,6,33,24,11,4,10,2018-12-31
Rockets,113,0.4429,0.439,0.8049,7,39,19,5,4,13,2018-12-31
Rockets,101,0.4643,0.3421,0.2632,10,30,13,6,5,12,2019-01-05
Trail Blazers,110,0.4574,0.3214,0.5357,17,30,27,7,2,9,2019-01-05
Bucks,116,0.4835,0.2963,0.7407,10,39,26,11,5,13,2019-01-09
Rockets,109,0.3765,0.375,0.5625,14,32,19,4,7,18,2019-01-09
Rockets,109,0.4419,0.2381,0.5476,9,29,20,7,1,10,2019-01-13
Magic,116,0.4824,0.375,1.0417,12,33,25,6,2,11,2019-01-13
Grizzlies,94,0.507,0.4545,0.5455,9,34,31,5,5,24,2019-01-14
Rockets,112,0.4405,0.375,0.4167,7,29,17,12,3,13,2019-01-14
Lakers,134,0.5208,0.2703,0.6486,13,43,27,6,4,15,2019-01-19
Rockets,138,0.42,0.3676,0.4265,12,27,23,9,4,12,2019-01-19
Rockets,93,0.3605,0.2619,0.4762,6,32,14,9,6,12,2019-01-21
76ers,121,0.4886,0.3478,1.1739,10,45,21,9,14,13,2019-01-21
Rockets,114,0.4111,0.25,0.6591,15,29,10,15,10,12,2019-01-23
Knicks,110,0.4568,0.3667,0.8333,10,38,15,5,7,18,2019-01-23
Raptors,119,0.4835,0.3889,0.4722,12,35,27,4,1,19,2019-01-25
Rockets,121,0.4505,0.2174,0.6304,12,28,17,11,5,12,2019-01-25
Magic,98,0.4021,0.2857,0.2857,18,38,23,10,4,13,2019-01-27
Rockets,103,0.475,0.3333,0.4167,3,36,20,8,7,13,2019-01-27
Pelicans,121,0.5111,0.2903,0.6452,13,42,27,8,9,17,2019-01-29
Rockets,116,0.396,0.3393,0.3036,15,30,22,11,5,12,2019-01-29
Rockets,125,0.4598,0.3846,0.7692,8,40,17,15,8,14,2019-02-02
Jazz,98,0.3605,0.2683,0.6098,14,37,19,8,9,20,2019-02-02
Rockets,118,0.4943,0.3171,0.4634,12,31,19,13,2,12,2019-02-04
Suns,110,0.5357,0.28,0.52,9,29,29,9,1,17,2019-02-04
Rockets,127,0.45,0.3922,0.3333,13,29,17,13,7,11,2019-02-06
Kings,101,0.4286,0.3333,0.3636,20,34,21,5,6,22,2019-02-06
Thunder,117,0.4494,0.3824,0.7059,12,41,20,7,5,19,2019-02-09
Rockets,112,0.4302,0.3556,0.4889,7,32,18,10,7,12,2019-02-09
Rockets,111,0.4082,0.3585,0.2264,13,24,23,5,2,9,2019-02-13
Timberwolves,121,0.5444,0.5,0.65,13,34,31,4,5,10,2019-02-13
Rockets,106,0.4545,0.2927,0.3415,4,35,18,8,5,14,2019-02-21
Lakers,111,0.4419,0.2667,0.9,12,37,22,4,4,17,2019-02-21
Heat,118,0.5185,0.5357,0.6786,8,26,28,9,2,14,2019-02-28
Rockets,121,0.4935,0.413,0.5652,8,28,22,6,5,15,2019-02-28
Rockets,107,0.4471,0.4412,0.4706,9,34,22,11,6,9,2019-03-05
Raptors,95,0.4157,0.2812,0.375,16,31,16,1,5,13,2019-03-05
76ers,91,0.3684,0.1154,0.6923,22,37,20,9,4,18,2019-03-08
Rockets,107,0.4941,0.3171,0.2439,7,36,22,13,0,17,2019-03-08
Suns,102,0.427,0.2692,0.7308,15,34,22,9,4,21,2019-03-15
Rockets,108,0.4337,0.275,0.625,7,35,18,13,6,13,2019-03-15
Timberwolves,102,0.413,0.3125,0.5,15,37,22,5,4,14,2019-03-17
Rockets,117,0.4574,0.42,0.2,10,34,29,9,3,9,2019-03-17
Rockets,125,0.4468,0.4375,0.4167,11,28,19,10,4,12,2019-03-20
Grizzlies,126,0.4607,0.3514,0.8378,15,36,20,8,0,17,2019-03-20
Spurs,105,0.4556,0.2917,0.6667,9,39,27,6,7,11,2019-03-22
Rockets,111,0.4186,0.3784,0.6757,8,40,12,5,4,9,2019-03-22
Rockets,113,0.4884,0.4286,0.1633,13,37,24,10,5,17,2019-03-24
Pelicans,90,0.413,0.25,0.25,15,29,26,9,3,15,2019-03-24
Grizzlies,83,0.2976,0.3448,0.7931,7,21,16,11,3,7,2018-10-17
Pacers,111,0.5663,0.3846,0.2692,13,44,29,2,7,20,2018-10-17
Pacers,101,0.4368,0.3333,1.0556,9,32,14,7,3,17,2018-10-19
Bucks,118,0.4731,0.3696,0.2826,11,39,27,9,8,17,2018-10-19
Pacers,91,0.3913,0.3077,0.4231,12,33,18,6,6,15,2018-10-22
Timberwolves,101,0.4235,0.2121,0.6667,8,39,24,9,12,15,2018-10-22
Pacers,116,0.5287,0.5312,0.2188,5,35,34,9,5,10,2018-10-24
Spurs,96,0.4023,0.3158,1.0526,15,31,16,3,3,13,2018-10-24
Trail Blazers,103,0.4872,0.3846,0.6538,9,41,19,3,3,18,2018-10-29
Pacers,93,0.4111,0.3158,0.6842,7,28,19,8,5,8,2018-10-29
Pacers,107,0.5422,0.3,0.55,10,31,24,10,10,15,2018-10-31
Knicks,101,0.4304,0.48,0.84,9,26,18,6,6,17,2018-10-31
76ers,100,0.4557,0.3125,0.5625,5,38,24,7,8,16,2018-11-07
Pacers,94,0.3936,0.2581,0.3871,8,33,19,9,6,9,2018-11-07
Pacers,110,0.5443,0.35,0.85,6,33,20,10,5,18,2018-11-09
Heat,102,0.45,0.5185,0.5926,9,29,27,6,6,23,2018-11-09
Heat,91,0.3763,0.3889,0.1944,13,38,21,10,5,16,2018-11-16
Pacers,99,0.4444,0.5185,0.4815,4,43,22,10,6,19,2018-11-16
Jazz,94,0.4865,0.44,0.44,3,33,26,6,10,18,2018-11-19
Pacers,121,0.5269,0.48,0.44,11,33,35,13,3,9,2018-11-19
Spurs,111,0.506,0.4762,0.8095,9,37,28,3,4,15,2018-11-23
Pacers,100,0.4646,0.125,0.2083,11,34,31,9,2,12,2018-11-23
Pacers,121,0.5833,0.5,0.7778,4,35,33,13,4,16,2018-11-26
Jazz,88,0.4198,0.2581,0.3871,10,28,25,10,4,17,2018-11-26
Pacers,109,0.4222,0.4231,0.8462,17,38,25,8,6,12,2018-11-27
Suns,104,0.4457,0.3333,0.4,12,33,20,8,6,8,2018-11-27
Pacers,96,0.3721,0.4348,0.9565,10,34,23,14,4,17,2018-11-29
Lakers,104,0.4884,0.2917,0.5417,11,39,25,8,11,18,2018-11-29
Pacers,110,0.5244,0.4167,0.5833,6,36,32,11,5,25,2018-12-01
Kings,111,0.4505,0.4483,0.5517,14,32,25,10,3,20,2018-12-01
Pacers,112,0.4731,0.3462,0.5769,11,42,26,8,8,9,2018-12-07
Magic,90,0.4045,0.2424,0.303,9,38,20,3,7,14,2018-12-07
Kings,97,0.4222,0.2812,0.375,12,31,24,9,8,13,2018-12-08
Pacers,107,0.4348,0.2667,0.6333,15,37,26,7,8,15,2018-12-08
Wizards,101,0.4205,0.3333,0.5667,6,28,22,13,3,12,2018-12-10
Pacers,109,0.5395,0.5,0.85,7,43,29,7,7,23,2018-12-10
Bucks,97,0.4176,0.2558,0.2326,9,34,22,6,6,12,2018-12-12
Pacers,113,0.4725,0.4,0.5,14,40,31,7,4,16,2018-12-12
Pacers,113,0.4421,0.4,1.05,11,36,33,7,2,7,2018-12-14
76ers,101,0.4091,0.25,0.5556,17,32,17,5,5,16,2018-12-14
Knicks,99,0.4157,0.3125,0.4688,13,31,21,7,1,15,2018-12-16
Pacers,110,0.4598,0.3529,0.5294,11,34,28,9,4,13,2018-12-16
Pacers,96,0.475,0.45,0.55,9,40,19,6,7,20,2018-12-19
Raptors,99,0.4086,0.2333,0.5333,11,32,20,15,9,9,2018-12-19
Wizards,89,0.3684,0.2571,0.6857,6,31,21,8,1,22,2018-12-23
Pacers,105,0.4433,0.3,0.3333,16,41,24,12,6,17,2018-12-23
